customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00930,Male,0,No,No,70,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),106.87,5187.7,Yes
CUST-00931,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),110.34,6040.41,No
CUST-00932,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.54,3199.48,No
CUST-00933,Male,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,54.22,1729.84,No
CUST-00934,Female,1,Yes,Yes,48,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,45.85,1377.63,No
CUST-00935,Male,1,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),76.2,2082.25,Yes
CUST-00936,Female,0,No,Yes,58,Yes,No,No,No,No,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),101.24,1443.79,No
CUST-00937,Male,0,No,No,25,Yes,Yes,No,Yes,No,No,Yes,No,No,Two year,No,Electronic check,83.68,2774.94,Yes
CUST-00938,Female,0,No,Yes,18,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,118.27,4227.8,No
CUST-00939,Female,0,No,No,12,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.03,5836.11,Yes
CUST-00940,Female,0,Yes,No,61,Yes,No,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.3,7456.58,No
CUST-00941,Male,0,No,No,13,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Mailed check,104.84,6236.34,No
CUST-00942,Female,0,No,No,10,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),58.05,5614.3,Yes
CUST-00943,Male,0,No,No,66,Yes,No phone service,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),97.44,6775.82,Yes
CUST-00944,Male,1,No,No,11,No,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),117.11,7778.09,No
CUST-00945,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),78.2,1990.7,No
CUST-00946,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,No,Mailed check,85.93,5360.26,No
CUST-00947,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.22,341.66,Yes
CUST-00948,Female,0,No,No,13,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),109.72,8528.45,No
CUST-00949,Male,0,Yes,No,64,Yes,No,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),86.37,7380.15,No
CUST-00950,Male,0,No,No,26,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.6,3185.3,No
CUST-00951,Female,0,Yes,No,59,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,20.82,5298.39,No
CUST-00952,Male,0,No,No,42,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.45,4697.61,No
CUST-00953,Female,0,No,No,64,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.5,7262.61,Yes
CUST-00954,Male,0,No,No,54,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,63.82,4123.66,No
CUST-00955,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,115.62,1146.23,No
CUST-00956,Female,1,Yes,Yes,31,No,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,118.11,4139.47,No
CUST-00957,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,83.93,1033.71,No
CUST-00958,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,48.61,6948.92,No
CUST-00959,Male,0,No,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),37.94,1445.22,No
CUST-00960,Male,0,Yes,Yes,27,Yes,No,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),73.7,3186.37,No
CUST-00961,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,28.71,927.56,Yes
CUST-00962,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.62,3267.0,Yes
CUST-00963,Male,0,No,No,57,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),85.09,8285.35,No
CUST-00964,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),62.78,7996.03,Yes
CUST-00965,Male,0,Yes,No,41,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,33.35,4851.62,No
CUST-00966,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),100.16,5496.09,No
CUST-00967,Female,0,Yes,No,61,Yes,Yes,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,73.19,3039.77,No
CUST-00968,Female,0,No,No,30,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),45.58,1824.2,No
CUST-00969,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),19.6,2404.47,Yes
CUST-00970,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),73.51,698.16,Yes
CUST-00971,Male,0,No,No,68,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,96.26,3838.92,No
CUST-00972,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),55.12,750.28,Yes
CUST-00973,Male,0,Yes,No,19,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),85.42,3213.98,Yes
CUST-00974,Female,0,No,Yes,65,Yes,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,99.16,7321.77,No
CUST-00975,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,65.91,3372.49,No
CUST-00976,Female,0,Yes,Yes,59,No,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,45.56,3755.59,Yes
CUST-00977,Female,1,No,Yes,62,Yes,No,No,No,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.21,4540.35,No
CUST-00978,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,95.64,2715.88,No
CUST-00979,Female,0,Yes,No,38,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,40.28,723.28,No
CUST-00980,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),44.03,6553.75,No
CUST-00981,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),54.69,2087.28,No
CUST-00982,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),82.01,1264.74,No
CUST-00983,Male,1,No,No,36,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,42.56,768.06,Yes
CUST-00984,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),68.49,5856.05,No
CUST-00985,Female,0,Yes,Yes,20,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,No,Mailed check,82.77,165.39,No
CUST-00986,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),71.22,5110.72,Yes
CUST-00987,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.69,3008.05,Yes
CUST-00988,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,69.02,4367.7,No
CUST-00989,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,54.28,7805.14,Yes
CUST-00990,Female,0,Yes,Yes,46,No,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),22.68,24.34,No
CUST-00991,Female,0,Yes,No,6,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.35,5469.26,No
CUST-00992,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,84.24,7687.93,No
CUST-00993,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),111.16,2115.44,Yes
CUST-00994,Female,0,No,No,34,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,49.16,1016.85,No
CUST-00995,Male,0,No,No,61,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.26,3360.84,No
CUST-00996,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,63.03,8180.97,No
CUST-00997,Female,0,No,Yes,19,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),50.98,5026.45,No
CUST-00998,Female,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),103.85,8145.39,No
CUST-00999,Male,0,Yes,Yes,31,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,22.46,2337.84,Yes
CUST-01000,Female,0,Yes,No,25,Yes,Yes,No,No,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),92.63,6208.12,Yes
CUST-01001,Male,0,No,Yes,47,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),106.17,2379.87,Yes
CUST-01002,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,106.88,4446.11,No
CUST-01003,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),21.24,7779.39,No
CUST-01004,Male,0,Yes,Yes,60,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,107.93,774.93,No
CUST-01005,Male,0,Yes,No,48,Yes,Yes,No,No,No internet service,No,No internet service,No,Yes,Two year,No,Mailed check,90.96,2558.45,No
CUST-01006,Female,0,Yes,No,29,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Two year,No,Electronic check,104.24,3061.32,Yes
CUST-01007,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),86.07,519.7,No
CUST-01008,Female,0,No,No,69,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,94.4,2051.96,Yes
CUST-01009,Female,0,Yes,No,57,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.99,558.52,Yes
CUST-01010,Male,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.02,2544.25,No
CUST-01011,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,112.72,256.89,Yes
CUST-01012,Female,0,Yes,No,62,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),29.27,349.63,No
CUST-01013,Male,0,No,Yes,14,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.5,2034.15,Yes
CUST-01014,Male,0,No,No,0,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.87,3268.74,No
CUST-01015,Female,0,Yes,Yes,12,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),86.71,3436.35,No
CUST-01016,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.87,3029.2,Yes
CUST-01017,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,84.15,4425.8,No
CUST-01018,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,26.93,7855.72,No
CUST-01019,Male,0,No,No,18,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,107.7,3948.01,Yes
CUST-01020,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,28.11,875.74,No
CUST-01021,Male,0,No,No,65,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Mailed check,63.84,5868.54,Yes
CUST-01022,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,82.19,8218.18,No
CUST-01023,Female,0,No,Yes,43,Yes,Yes,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,82.5,1696.0,No
CUST-01024,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.71,1679.66,No
CUST-01025,Female,0,Yes,No,39,Yes,No,No,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.71,2175.04,No
CUST-01026,Female,1,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,48.72,441.23,Yes
CUST-01027,Male,0,No,Yes,10,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),117.29,6935.72,Yes
CUST-01028,Male,0,Yes,Yes,65,Yes,No,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),52.69,3287.87,No
CUST-01029,Male,0,Yes,No,0,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,77.29,6665.59,Yes
CUST-01030,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),77.03,5391.62,Yes
CUST-01031,Female,0,No,No,27,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),76.23,980.94,No
CUST-01032,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,81.36,4701.87,No
CUST-01033,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),44.77,6164.65,No
CUST-01034,Male,0,Yes,No,70,Yes,No,No,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,52.54,,Yes
CUST-01035,Female,1,No,Yes,21,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),25.19,3631.21,No
CUST-01036,Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.24,6970.24,Yes
CUST-01037,Male,0,Yes,No,68,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),42.37,8450.07,No
CUST-01038,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),35.49,6009.45,Yes
CUST-01039,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),103.01,2676.4,No
CUST-01040,Male,0,No,No,16,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),77.35,2427.64,No
CUST-01041,Female,0,No,No,38,No,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,74.95,5051.97,No
CUST-01042,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.91,8027.6,No
CUST-01043,Male,0,No,No,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),63.37,1973.43,No
CUST-01044,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.63,1997.72,Yes
CUST-01045,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.68,4416.83,No
CUST-01046,Male,1,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,72.45,4958.68,No
CUST-01047,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,19.52,8058.07,No
CUST-01048,Male,0,Yes,No,60,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.35,2790.69,No
CUST-01049,Male,0,No,Yes,51,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),40.12,3688.37,No
CUST-01050,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),56.57,3080.84,No
CUST-01051,Male,1,Yes,Yes,18,No,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),113.96,6314.32,Yes
CUST-01052,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,73.2,3071.49,No
CUST-01053,Male,0,Yes,No,70,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),44.15,3753.98,No
CUST-01054,Male,0,No,No,1,Yes,No,DSL,No,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,91.1,3147.52,No
CUST-01055,Male,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),40.32,257.57,No
CUST-01056,Female,0,No,No,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,34.08,4669.37,No
CUST-01057,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),48.39,3401.19,Yes
CUST-01058,Female,0,Yes,No,50,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47.86,1128.91,No
CUST-01059,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.98,5172.81,No
CUST-01060,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,90.86,5933.99,Yes
CUST-01061,Male,1,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,77.05,4410.26,No
CUST-01062,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,68.24,2150.87,Yes
CUST-01063,Male,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),114.75,4599.45,No
CUST-01064,Female,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,21.29,2401.24,Yes
CUST-01065,Male,0,No,No,12,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),59.21,1306.51,No
CUST-01066,Male,0,Yes,No,64,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,Two year,No,Electronic check,87.86,845.01,No
CUST-01067,Male,1,No,Yes,47,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),50.68,1468.26,No
CUST-01068,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),66.49,8090.51,Yes
CUST-01069,Male,0,Yes,No,46,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),21.07,2505.33,No
CUST-01070,Male,0,No,Yes,9,Yes,Yes,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,38.73,5520.45,No
CUST-01071,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,26.32,6572.52,No
CUST-01072,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,One year,Yes,Electronic check,117.0,4870.82,No
CUST-01073,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Electronic check,93.93,4368.44,No
CUST-01074,Male,0,No,No,57,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),84.64,3011.52,No
CUST-01075,Male,0,No,No,67,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),18.22,1777.63,Yes
CUST-01076,Female,0,Yes,No,28,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.58,7731.04,No
CUST-01077,Male,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,No,Mailed check,90.22,5159.96,No
CUST-01078,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),80.04,1247.73,Yes
CUST-01079,Male,1,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.47,6410.74,No
CUST-01080,Male,0,Yes,Yes,42,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,One year,Yes,Electronic check,102.59,836.25,No
CUST-01081,Male,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),52.19,4477.58,Yes
CUST-01082,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,103.57,545.23,No
CUST-01083,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,57.6,4104.38,No
CUST-01084,Female,0,Yes,Yes,29,Yes,No phone service,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.22,4660.2,No
CUST-01085,Male,0,Yes,Yes,66,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,Two year,No,Mailed check,71.02,4332.76,No
CUST-01086,Male,0,No,No,55,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,59.87,3786.66,No
CUST-01087,Female,0,No,No,23,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45.18,2111.33,No
CUST-01088,Female,0,No,No,7,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,63.73,803.75,No
CUST-01089,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,30.37,5393.89,No
CUST-01090,Female,1,No,No,33,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,53.1,1343.71,Yes
CUST-01091,Male,0,No,Yes,34,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),77.14,3285.23,No
CUST-01092,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,24.29,6333.59,No
CUST-01093,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.84,5223.3,No
CUST-01094,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,75.88,7509.25,No
CUST-01095,Female,0,No,Yes,53,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,116.43,5861.41,No
CUST-01096,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),27.27,8082.51,No
CUST-01097,Female,1,Yes,No,48,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Credit card (automatic),41.12,1864.11,No
CUST-01098,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,72.89,372.15,No
CUST-01099,Male,0,Yes,No,71,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),67.47,698.18,Yes
CUST-01100,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,68.84,1764.66,Yes
CUST-01101,Female,1,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,52.87,472.24,No
CUST-01102,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,106.34,2291.21,No
CUST-01103,Male,1,No,No,68,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.24,7338.1,No
